   Elapsed time	 RESP, 
       0:39.312	  0.705
       0:39.320	  0.681
       0:39.328	  0.655
       0:39.336	  0.630
       0:39.344	  0.604
       0:39.352	  0.580
       0:39.360	  0.557
       0:39.368	  0.534
       0:39.376	  0.511
       0:39.384	  0.490
       0:39.392	  0.468
       0:39.400	  0.447
       0:39.408	  0.427
       0:39.416	  0.409
       0:39.424	  0.392
       0:39.432	  0.375
       0:39.440	  0.362
       0:39.448	  0.349
       0:39.456	  0.339
       0:39.464	  0.329
       0:39.472	  0.323
       0:39.480	  0.315
       0:39.488	  0.310
       0:39.496	  0.305
       0:39.504	  0.302
       0:39.512	  0.298
       0:39.520	  0.295
       0:39.528	  0.292
       0:39.536	  0.290
       0:39.544	  0.287
       0:39.552	  0.286
       0:39.560	  0.284
       0:39.568	  0.283
       0:39.576	  0.281
       0:39.584	  0.279
       0:39.592	  0.277
       0:39.600	  0.275
       0:39.608	  0.274
       0:39.616	  0.272
       0:39.624	  0.271
       0:39.632	  0.271
       0:39.640	  0.270
       0:39.648	  0.271
       0:39.656	  0.271
       0:39.664	  0.271
       0:39.672	  0.271
       0:39.680	  0.272
       0:39.688	  0.272
       0:39.696	  0.275
       0:39.704	  0.277
       0:39.712	  0.281
       0:39.720	  0.284
       0:39.728	  0.289
       0:39.736	  0.294
       0:39.744	  0.300
       0:39.752	  0.305
       0:39.760	  0.310
       0:39.768	  0.316
       0:39.776	  0.321
       0:39.784	  0.326
       0:39.792	  0.330
       0:39.800	  0.336
       0:39.808	  0.340
       0:39.816	  0.345
       0:39.824	  0.350
       0:39.832	  0.354
       0:39.840	  0.358
       0:39.848	  0.362
       0:39.856	  0.365
       0:39.864	  0.369
       0:39.872	  0.371
       0:39.880	  0.374
       0:39.888	  0.376
       0:39.896	  0.377
       0:39.904	  0.378
       0:39.912	  0.379
       0:39.920	  0.379
       0:39.928	  0.379
       0:39.936	  0.378
       0:39.944	  0.377
       0:39.952	  0.374
       0:39.960	  0.371
       0:39.968	  0.367
       0:39.976	  0.363
       0:39.984	  0.357
       0:39.992	  0.352
       0:40.000	  0.346
       0:40.008	  0.339
       0:40.016	  0.332
       0:40.024	  0.325
       0:40.032	  0.316
       0:40.040	  0.308
       0:40.048	  0.299
       0:40.056	  0.291
       0:40.064	  0.283
       0:40.072	  0.276
       0:40.080	  0.269
       0:40.088	  0.262
       0:40.096	  0.256
       0:40.104	  0.251
       0:40.112	  0.245
       0:40.120	  0.240
       0:40.128	  0.236
       0:40.136	  0.231
       0:40.144	  0.228
       0:40.152	  0.224
       0:40.160	  0.221
       0:40.168	  0.218
       0:40.176	  0.215
       0:40.184	  0.213
       0:40.192	  0.209
       0:40.200	  0.206
       0:40.208	  0.202
       0:40.216	  0.198
       0:40.224	  0.195
       0:40.232	  0.191
       0:40.240	  0.187
       0:40.248	  0.184
       0:40.256	  0.181
       0:40.264	  0.178
       0:40.272	  0.175
       0:40.280	  0.172
       0:40.288	  0.169
       0:40.296	  0.166
       0:40.304	  0.163
       0:40.312	  0.161
       0:40.320	  0.159
       0:40.328	  0.157
       0:40.336	  0.156
       0:40.344	  0.155
       0:40.352	  0.156
       0:40.360	  0.156
       0:40.368	  0.158
       0:40.376	  0.159
       0:40.384	  0.161
       0:40.392	  0.163
       0:40.400	  0.165
       0:40.408	  0.167
       0:40.416	  0.169
       0:40.424	  0.172
       0:40.432	  0.175
       0:40.440	  0.179
       0:40.448	  0.182
       0:40.456	  0.186
       0:40.464	  0.190
       0:40.472	  0.194
       0:40.480	  0.196
       0:40.488	  0.200
       0:40.496	  0.203
       0:40.504	  0.206
       0:40.512	  0.209
       0:40.520	  0.212
       0:40.528	  0.215
       0:40.536	  0.218
       0:40.544	  0.219
       0:40.552	  0.221
       0:40.560	  0.222
       0:40.568	  0.223
       0:40.576	  0.224
       0:40.584	  0.224
       0:40.592	  0.222
       0:40.600	  0.221
       0:40.608	  0.219
       0:40.616	  0.216
       0:40.624	  0.213
       0:40.632	  0.209
       0:40.640	  0.205
       0:40.648	  0.201
       0:40.656	  0.196
       0:40.664	  0.192
       0:40.672	  0.186
       0:40.680	  0.180
       0:40.688	  0.175
       0:40.696	  0.170
       0:40.704	  0.165
       0:40.712	  0.161
       0:40.720	  0.158
       0:40.728	  0.155
       0:40.736	  0.152
       0:40.744	  0.151
       0:40.752	  0.150
       0:40.760	  0.148
       0:40.768	  0.147
       0:40.776	  0.145
       0:40.784	  0.145
       0:40.792	  0.144
       0:40.800	  0.144
       0:40.808	  0.144
       0:40.816	  0.144
       0:40.824	  0.143
       0:40.832	  0.143
       0:40.840	  0.143
       0:40.848	  0.142
       0:40.856	  0.142
       0:40.864	  0.142
       0:40.872	  0.141
       0:40.880	  0.141
       0:40.888	  0.142
       0:40.896	  0.142
       0:40.904	  0.143
       0:40.912	  0.144
       0:40.920	  0.146
       0:40.928	  0.148
       0:40.936	  0.150
       0:40.944	  0.152
       0:40.952	  0.154
       0:40.960	  0.158
       0:40.968	  0.162
       0:40.976	  0.168
       0:40.984	  0.174
       0:40.992	  0.181
       0:41.000	  0.189
       0:41.008	  0.196
       0:41.016	  0.205
       0:41.024	  0.214
       0:41.032	  0.223
       0:41.040	  0.232
       0:41.048	  0.240
       0:41.056	  0.249
       0:41.064	  0.258
       0:41.072	  0.268
       0:41.080	  0.278
       0:41.088	  0.288
       0:41.096	  0.299
       0:41.104	  0.310
       0:41.112	  0.320
       0:41.120	  0.329
       0:41.128	  0.339
       0:41.136	  0.349
       0:41.144	  0.359
       0:41.152	  0.370
       0:41.160	  0.380
       0:41.168	  0.390
       0:41.176	  0.401
       0:41.184	  0.411
       0:41.192	  0.420
       0:41.200	  0.428
       0:41.208	  0.437
       0:41.216	  0.443
       0:41.224	  0.450
       0:41.232	  0.456
       0:41.240	  0.461
       0:41.248	  0.466
       0:41.256	  0.470
       0:41.264	  0.474
       0:41.272	  0.478
       0:41.280	  0.480
       0:41.288	  0.483
       0:41.296	  0.485
       0:41.304	  0.487
       0:41.312	  0.488
       0:41.320	  0.489
       0:41.328	  0.491
       0:41.336	  0.492
       0:41.344	  0.494
       0:41.352	  0.495
       0:41.360	  0.498
       0:41.368	  0.500
       0:41.376	  0.502
       0:41.384	  0.505
       0:41.392	  0.510
       0:41.400	  0.515
       0:41.408	  0.521
       0:41.416	  0.528
       0:41.424	  0.534
       0:41.432	  0.540
       0:41.440	  0.545
       0:41.448	  0.551
       0:41.456	  0.559
       0:41.464	  0.566
       0:41.472	  0.576
       0:41.480	  0.585
       0:41.488	  0.594
       0:41.496	  0.604
       0:41.504	  0.614
       0:41.512	  0.624
       0:41.520	  0.632
       0:41.528	  0.641
       0:41.536	  0.649
       0:41.544	  0.657
       0:41.552	  0.665
       0:41.560	  0.674
       0:41.568	  0.682
       0:41.576	  0.691
       0:41.584	  0.699
       0:41.592	  0.708
       0:41.600	  0.715
       0:41.608	  0.722
       0:41.616	  0.731
       0:41.624	  0.740
       0:41.632	  0.751
       0:41.640	  0.762
       0:41.648	  0.774
       0:41.656	  0.786
       0:41.664	  0.799
       0:41.672	  0.812
       0:41.680	  0.823
       0:41.688	  0.835
       0:41.696	  0.845
       0:41.704	  0.855
       0:41.712	  0.866
       0:41.720	  0.878
       0:41.728	  0.889
       0:41.736	  0.900
       0:41.744	  0.909
       0:41.752	  0.919
       0:41.760	  0.928
       0:41.768	  0.935
       0:41.776	  0.942
       0:41.784	  0.948
       0:41.792	  0.954
       0:41.800	  0.959
       0:41.808	  0.962
       0:41.816	  0.965
       0:41.824	  0.967
       0:41.832	  0.968
       0:41.840	  0.968
       0:41.848	  0.967
       0:41.856	  0.965
       0:41.864	  0.963
       0:41.872	  0.958
       0:41.880	  0.953
       0:41.888	  0.945
       0:41.896	  0.937
       0:41.904	  0.929
       0:41.912	  0.921
       0:41.920	  0.911
       0:41.928	  0.901
       0:41.936	  0.889
       0:41.944	  0.877
       0:41.952	  0.861
       0:41.960	  0.847
       0:41.968	  0.829
       0:41.976	  0.812
       0:41.984	  0.794
       0:41.992	  0.776
       0:42.000	  0.760
       0:42.008	  0.743
       0:42.016	  0.727
       0:42.024	  0.712
       0:42.032	  0.695
       0:42.040	  0.679
       0:42.048	  0.663
       0:42.056	  0.647
       0:42.064	  0.631
       0:42.072	  0.617
       0:42.080	  0.603
       0:42.088	  0.588
       0:42.096	  0.574
       0:42.104	  0.560
       0:42.112	  0.545
       0:42.120	  0.531
       0:42.128	  0.516
       0:42.136	  0.501
       0:42.144	  0.487
       0:42.152	  0.472
       0:42.160	  0.459
       0:42.168	  0.447
       0:42.176	  0.436
       0:42.184	  0.425
       0:42.192	  0.414
       0:42.200	  0.405
       0:42.208	  0.396
       0:42.216	  0.386
       0:42.224	  0.378
       0:42.232	  0.370
       0:42.240	  0.364
       0:42.248	  0.358
       0:42.256	  0.353
       0:42.264	  0.348
       0:42.272	  0.345
       0:42.280	  0.342
       0:42.288	  0.341
       0:42.296	  0.340
       0:42.304	  0.340
       0:42.312	  0.340
       0:42.320	  0.340
       0:42.328	  0.341
       0:42.336	  0.342
       0:42.344	  0.343
       0:42.352	  0.345
       0:42.360	  0.347
       0:42.368	  0.350
       0:42.376	  0.352
       0:42.384	  0.355
       0:42.392	  0.357
       0:42.400	  0.360
       0:42.408	  0.362
       0:42.416	  0.364
       0:42.424	  0.366
       0:42.432	  0.367
       0:42.440	  0.368
       0:42.448	  0.369
       0:42.456	  0.369
       0:42.464	  0.369
       0:42.472	  0.368
       0:42.480	  0.367
       0:42.488	  0.367
       0:42.496	  0.365
       0:42.504	  0.363
       0:42.512	  0.360
       0:42.520	  0.356
       0:42.528	  0.351
       0:42.536	  0.347
       0:42.544	  0.342
       0:42.552	  0.337
       0:42.560	  0.331
       0:42.568	  0.326
       0:42.576	  0.319
       0:42.584	  0.312
       0:42.592	  0.302
       0:42.600	  0.293
       0:42.608	  0.284
       0:42.616	  0.276
       0:42.624	  0.267
       0:42.632	  0.258
       0:42.640	  0.250
       0:42.648	  0.243
       0:42.656	  0.238
       0:42.664	  0.231
       0:42.672	  0.226
       0:42.680	  0.220
       0:42.688	  0.215
       0:42.696	  0.210
       0:42.704	  0.207
       0:42.712	  0.204
       0:42.720	  0.202
       0:42.728	  0.201
       0:42.736	  0.200
       0:42.744	  0.200
       0:42.752	  0.200
       0:42.760	  0.201
       0:42.768	  0.202
       0:42.776	  0.203
       0:42.784	  0.205
       0:42.792	  0.206
       0:42.800	  0.208
       0:42.808	  0.210
       0:42.816	  0.212
       0:42.824	  0.214
       0:42.832	  0.215
       0:42.840	  0.216
       0:42.848	  0.216
       0:42.856	  0.217
       0:42.864	  0.216
       0:42.872	  0.216
       0:42.880	  0.216
       0:42.888	  0.215
       0:42.896	  0.215
       0:42.904	  0.215
       0:42.912	  0.215
       0:42.920	  0.215
       0:42.928	  0.215
       0:42.936	  0.215
       0:42.944	  0.215
       0:42.952	  0.215
       0:42.960	  0.216
       0:42.968	  0.217
       0:42.976	  0.218
       0:42.984	  0.220
       0:42.992	  0.222
       0:43.000	  0.224
       0:43.008	  0.227
       0:43.016	  0.230
       0:43.024	  0.233
       0:43.032	  0.235
       0:43.040	  0.238
       0:43.048	  0.240
       0:43.056	  0.243
       0:43.064	  0.246
       0:43.072	  0.250
       0:43.080	  0.253
       0:43.088	  0.256
       0:43.096	  0.260
       0:43.104	  0.263
       0:43.112	  0.266
       0:43.120	  0.268
       0:43.128	  0.271
       0:43.136	  0.272
       0:43.144	  0.274
       0:43.152	  0.274
       0:43.160	  0.274
       0:43.168	  0.273
       0:43.176	  0.272
       0:43.184	  0.270
       0:43.192	  0.268
       0:43.200	  0.265
       0:43.208	  0.262
       0:43.216	  0.257
       0:43.224	  0.252
       0:43.232	  0.244
       0:43.240	  0.238
       0:43.248	  0.229
       0:43.256	  0.220
       0:43.264	  0.210
       0:43.272	  0.201
       0:43.280	  0.193
       0:43.288	  0.185
       0:43.296	  0.178
       0:43.304	  0.171
       0:43.312	  0.164
       0:43.320	  0.158
       0:43.328	  0.152
       0:43.336	  0.147
       0:43.344	  0.142
       0:43.352	  0.138
       0:43.360	  0.135
       0:43.368	  0.133
       0:43.376	  0.132
       0:43.384	  0.132
       0:43.392	  0.133
       0:43.400	  0.134
       0:43.408	  0.135
       0:43.416	  0.137
       0:43.424	  0.138
       0:43.432	  0.140
       0:43.440	  0.141
       0:43.448	  0.143
       0:43.456	  0.144
       0:43.464	  0.146
       0:43.472	  0.147
       0:43.480	  0.148
       0:43.488	  0.148
       0:43.496	  0.149
       0:43.504	  0.149
       0:43.512	  0.150
       0:43.520	  0.150
       0:43.528	  0.150
       0:43.536	  0.149
       0:43.544	  0.149
       0:43.552	  0.149
       0:43.560	  0.149
       0:43.568	  0.150
       0:43.576	  0.150
       0:43.584	  0.152
       0:43.592	  0.152
       0:43.600	  0.154
       0:43.608	  0.155
       0:43.616	  0.157
       0:43.624	  0.159
       0:43.632	  0.162
       0:43.640	  0.165
       0:43.648	  0.169
       0:43.656	  0.173
       0:43.664	  0.177
       0:43.672	  0.181
       0:43.680	  0.185
       0:43.688	  0.189
       0:43.696	  0.194
       0:43.704	  0.198
       0:43.712	  0.203
       0:43.720	  0.209
       0:43.728	  0.216
       0:43.736	  0.223
       0:43.744	  0.231
       0:43.752	  0.239
       0:43.760	  0.245
       0:43.768	  0.253
       0:43.776	  0.260
       0:43.784	  0.267
       0:43.792	  0.274
       0:43.800	  0.282
       0:43.808	  0.289
       0:43.816	  0.297
       0:43.824	  0.304
       0:43.832	  0.311
       0:43.840	  0.318
       0:43.848	  0.325
       0:43.856	  0.331
       0:43.864	  0.338
       0:43.872	  0.345
       0:43.880	  0.352
       0:43.888	  0.359
       0:43.896	  0.367
       0:43.904	  0.374
       0:43.912	  0.382
       0:43.920	  0.389
       0:43.928	  0.395
       0:43.936	  0.401
       0:43.944	  0.407
       0:43.952	  0.413
       0:43.960	  0.419
       0:43.968	  0.426
       0:43.976	  0.434
       0:43.984	  0.440
       0:43.992	  0.447
       0:44.000	  0.453
       0:44.008	  0.459
       0:44.016	  0.466
       0:44.024	  0.474
       0:44.032	  0.482
       0:44.040	  0.491
       0:44.048	  0.500
       0:44.056	  0.507
       0:44.064	  0.516
       0:44.072	  0.525
       0:44.080	  0.533
       0:44.088	  0.541
       0:44.096	  0.547
       0:44.104	  0.554
       0:44.112	  0.562
       0:44.120	  0.570
       0:44.128	  0.577
       0:44.136	  0.585
       0:44.144	  0.591
       0:44.152	  0.597
       0:44.160	  0.603
       0:44.168	  0.608
       0:44.176	  0.615
       0:44.184	  0.621
       0:44.192	  0.628
       0:44.200	  0.634
       0:44.208	  0.641
       0:44.216	  0.649
       0:44.224	  0.657
       0:44.232	  0.664
       0:44.240	  0.671
       0:44.248	  0.677
       0:44.256	  0.684
       0:44.264	  0.690
       0:44.272	  0.697
       0:44.280	  0.704
       0:44.288	  0.712
       0:44.296	  0.718
       0:44.304	  0.725
       0:44.312	  0.731
       0:44.320	  0.737
       0:44.328	  0.744
       0:44.336	  0.750
       0:44.344	  0.756
       0:44.352	  0.761
       0:44.360	  0.767
       0:44.368	  0.774
       0:44.376	  0.780
       0:44.384	  0.786
       0:44.392	  0.792
       0:44.400	  0.798
       0:44.408	  0.804
       0:44.416	  0.808
       0:44.424	  0.813
       0:44.432	  0.817
       0:44.440	  0.822
       0:44.448	  0.825
       0:44.456	  0.829
       0:44.464	  0.831
       0:44.472	  0.834
       0:44.480	  0.835
       0:44.488	  0.837
       0:44.496	  0.836
       0:44.504	  0.835
       0:44.512	  0.832
       0:44.520	  0.830
       0:44.528	  0.825
       0:44.536	  0.820
       0:44.544	  0.814
       0:44.552	  0.808
       0:44.560	  0.803
       0:44.568	  0.796
       0:44.576	  0.790
       0:44.584	  0.784
       0:44.592	  0.777
       0:44.600	  0.771
       0:44.608	  0.764
       0:44.616	  0.758
       0:44.624	  0.752
       0:44.632	  0.746
       0:44.640	  0.742
       0:44.648	  0.737
       0:44.656	  0.733
       0:44.664	  0.729
       0:44.672	  0.724
       0:44.680	  0.720
       0:44.688	  0.717
       0:44.696	  0.712
       0:44.704	  0.707
       0:44.712	  0.703
       0:44.720	  0.698
       0:44.728	  0.694
       0:44.736	  0.689
       0:44.744	  0.684
       0:44.752	  0.677
       0:44.760	  0.671
       0:44.768	  0.662
       0:44.776	  0.654
       0:44.784	  0.645
       0:44.792	  0.636
       0:44.800	  0.627
       0:44.808	  0.618
       0:44.816	  0.607
       0:44.824	  0.595
       0:44.832	  0.583
       0:44.840	  0.569
       0:44.848	  0.555
       0:44.856	  0.543
       0:44.864	  0.529
       0:44.872	  0.516
       0:44.880	  0.504
       0:44.888	  0.494
       0:44.896	  0.484
       0:44.904	  0.474
       0:44.912	  0.465
       0:44.920	  0.457
       0:44.928	  0.450
       0:44.936	  0.443
       0:44.944	  0.438
       0:44.952	  0.432
       0:44.960	  0.428
       0:44.968	  0.424
       0:44.976	  0.421
       0:44.984	  0.418
